"Year","LAD11CD","City","Major","Value"
2009,"E09000031","Waltham Forest","Burglary",294
2009,"E09000031","Waltham Forest","Criminal Damage",246
2009,"E09000031","Waltham Forest","Drugs",174
2009,"E09000031","Waltham Forest","Fraud or Forgery",0
2009,"E09000031","Waltham Forest","Other Notifiable Offences",24
2009,"E09000031","Waltham Forest","Robbery",125
2009,"E09000031","Waltham Forest","Sexual Offences",0
2009,"E09000031","Waltham Forest","Theft and Handling",648
2009,"E09000031","Waltham Forest","Violence Against the Person",469
2009,"E09000032","Wandsworth","Burglary",213
2009,"E09000032","Wandsworth","Criminal Damage",189
2009,"E09000032","Wandsworth","Drugs",100
2009,"E09000032","Wandsworth","Fraud or Forgery",0
2009,"E09000032","Wandsworth","Other Notifiable Offences",13
2009,"E09000032","Wandsworth","Robbery",114
2009,"E09000032","Wandsworth","Sexual Offences",0
2009,"E09000032","Wandsworth","Theft and Handling",702
2009,"E09000032","Wandsworth","Violence Against the Person",395
2009,"E09000033","Westminster","Burglary",217
2009,"E09000033","Westminster","Criminal Damage",190
2009,"E09000033","Westminster","Drugs",197
2009,"E09000033","Westminster","Fraud or Forgery",0
2009,"E09000033","Westminster","Other Notifiable Offences",60
2009,"E09000033","Westminster","Robbery",73
2009,"E09000033","Westminster","Sexual Offences",0
2009,"E09000033","Westminster","Theft and Handling",1969
2009,"E09000033","Westminster","Violence Against the Person",466
2010,"E09000001","City of London","Burglary",0
2010,"E09000001","City of London","Criminal Damage",0
2010,"E09000001","City of London","Drugs",0
2010,"E09000001","City of London","Other Notifiable Offences",0
2010,"E09000001","City of London","Robbery",0
2010,"E09000001","City of London","Theft and Handling",0
2010,"E09000001","City of London","Violence Against the Person",0
2010,"E09000002","Barking and Dagenham","Burglary",145
2010,"E09000002","Barking and Dagenham","Criminal Damage",175
2010,"E09000002","Barking and Dagenham","Drugs",113
2010,"E09000002","Barking and Dagenham","Fraud or Forgery",0
2010,"E09000002","Barking and Dagenham","Other Notifiable Offences",25
2010,"E09000002","Barking and Dagenham","Robbery",62
2010,"E09000002","Barking and Dagenham","Sexual Offences",0
2010,"E09000002","Barking and Dagenham","Theft and Handling",415
2010,"E09000002","Barking and Dagenham","Violence Against the Person",360
2010,"E09000003","Barnet","Burglary",341
2010,"E09000003","Barnet","Criminal Damage",241
2010,"E09000003","Barnet","Drugs",89
2010,"E09000003","Barnet","Fraud or Forgery",0
2010,"E09000003","Barnet","Other Notifiable Offences",32
2010,"E09000003","Barnet","Robbery",62
2010,"E09000003","Barnet","Sexual Offences",0
2010,"E09000003","Barnet","Theft and Handling",756
2010,"E09000003","Barnet","Violence Against the Person",312
2010,"E09000004","Bexley","Burglary",163
2010,"E09000004","Bexley","Criminal Damage",158
2010,"E09000004","Bexley","Drugs",70
2010,"E09000004","Bexley","Fraud or Forgery",0
2010,"E09000004","Bexley","Other Notifiable Offences",19
2010,"E09000004","Bexley","Robbery",22
2010,"E09000004","Bexley","Sexual Offences",0
2010,"E09000004","Bexley","Theft and Handling",348
2010,"E09000004","Bexley","Violence Against the Person",262
2010,"E09000005","Brent","Burglary",211
2010,"E09000005","Brent","Criminal Damage",184
2010,"E09000005","Brent","Drugs",189
2010,"E09000005","Brent","Fraud or Forgery",0
2010,"E09000005","Brent","Other Notifiable Offences",35
2010,"E09000005","Brent","Robbery",173
2010,"E09000005","Brent","Sexual Offences",0
2010,"E09000005","Brent","Theft and Handling",537
2010,"E09000005","Brent","Violence Against the Person",493
2010,"E09000006","Bromley","Burglary",240
2010,"E09000006","Bromley","Criminal Damage",226
2010,"E09000006","Bromley","Drugs",69
2010,"E09000006","Bromley","Fraud or Forgery",0
2010,"E09000006","Bromley","Other Notifiable Offences",24
2010,"E09000006","Bromley","Robbery",76
2010,"E09000006","Bromley","Sexual Offences",0
2010,"E09000006","Bromley","Theft and Handling",598
2010,"E09000006","Bromley","Violence Against the Person",361
2010,"E09000007","Camden","Burglary",254
2010,"E09000007","Camden","Criminal Damage",174
2010,"E09000007","Camden","Drugs",131
2010,"E09000007","Camden","Fraud or Forgery",0
2010,"E09000007","Camden","Other Notifiable Offences",41
2010,"E09000007","Camden","Robbery",77
2010,"E09000007","Camden","Sexual Offences",0
2010,"E09000007","Camden","Theft and Handling",1234
2010,"E09000007","Camden","Violence Against the Person",465
2010,"E09000008","Croydon","Burglary",333
2010,"E09000008","Croydon","Criminal Damage",322
2010,"E09000008","Croydon","Drugs",209
2010,"E09000008","Croydon","Fraud or Forgery",0
2010,"E09000008","Croydon","Other Notifiable Offences",36
2010,"E09000008","Croydon","Robbery",119
2010,"E09000008","Croydon","Sexual Offences",0
2010,"E09000008","Croydon","Theft and Handling",868
2010,"E09000008","Croydon","Violence Against the Person",445
2010,"E09000009","Ealing","Burglary",302
2010,"E09000009","Ealing","Criminal Damage",288
2010,"E09000009","Ealing","Drugs",138
2010,"E09000009","Ealing","Fraud or Forgery",0
2010,"E09000009","Ealing","Other Notifiable Offences",53
2010,"E09000009","Ealing","Robbery",114
2010,"E09000009","Ealing","Sexual Offences",0
2010,"E09000009","Ealing","Theft and Handling",953
2010,"E09000009","Ealing","Violence Against the Person",542
2010,"E09000010","Enfield","Burglary",263
2010,"E09000010","Enfield","Criminal Damage",218
2010,"E09000010","Enfield","Drugs",137
2010,"E09000010","Enfield","Fraud or Forgery",0
2010,"E09000010","Enfield","Other Notifiable Offences",28
2010,"E09000010","Enfield","Robbery",96
2010,"E09000010","Enfield","Sexual Offences",0
2010,"E09000010","Enfield","Theft and Handling",572
2010,"E09000010","Enfield","Violence Against the Person",340
2010,"E09000011","Greenwich","Burglary",195
2010,"E09000011","Greenwich","Criminal Damage",206
2010,"E09000011","Greenwich","Drugs",86
2010,"E09000011","Greenwich","Fraud or Forgery",0
2010,"E09000011","Greenwich","Other Notifiable Offences",32
2010,"E09000011","Greenwich","Robbery",48
2010,"E09000011","Greenwich","Sexual Offences",0
2010,"E09000011","Greenwich","Theft and Handling",611
2010,"E09000011","Greenwich","Violence Against the Person",345
2010,"E09000012","Hackney","Burglary",143
2010,"E09000012","Hackney","Criminal Damage",147
2010,"E09000012","Hackney","Drugs",165
2010,"E09000012","Hackney","Fraud or Forgery",0
2010,"E09000012","Hackney","Other Notifiable Offences",25
2010,"E09000012","Hackney","Robbery",104
2010,"E09000012","Hackney","Sexual Offences",0
2010,"E09000012","Hackney","Theft and Handling",625
2010,"E09000012","Hackney","Violence Against the Person",375
2010,"E09000013","Hammersmith and Fulham","Burglary",153
2010,"E09000013","Hammersmith and Fulham","Criminal Damage",139
2010,"E09000013","Hammersmith and Fulham","Drugs",135
2010,"E09000013","Hammersmith and Fulham","Fraud or Forgery",0
2010,"E09000013","Hammersmith and Fulham","Other Notifiable Offences",32
2010,"E09000013","Hammersmith and Fulham","Robbery",52
2010,"E09000013","Hammersmith and Fulham","Sexual Offences",0
2010,"E09000013","Hammersmith and Fulham","Theft and Handling",800
2010,"E09000013","Hammersmith and Fulham","Violence Against the Person",312
2010,"E09000014","Haringey","Burglary",301
2010,"E09000014","Haringey","Criminal Damage",193
2010,"E09000014","Haringey","Drugs",99
2010,"E09000014","Haringey","Fraud or Forgery",0
2010,"E09000014","Haringey","Other Notifiable Offences",31
2010,"E09000014","Haringey","Robbery",76
2010,"E09000014","Haringey","Sexual Offences",0
2010,"E09000014","Haringey","Theft and Handling",711
2010,"E09000014","Haringey","Violence Against the Person",397
2010,"E09000015","Harrow","Burglary",167
2010,"E09000015","Harrow","Criminal Damage",128
2010,"E09000015","Harrow","Drugs",80
2010,"E09000015","Harrow","Fraud or Forgery",0
2010,"E09000015","Harrow","Other Notifiable Offences",13
2010,"E09000015","Harrow","Robbery",42
2010,"E09000015","Harrow","Sexual Offences",0
2010,"E09000015","Harrow","Theft and Handling",452
2010,"E09000015","Harrow","Violence Against the Person",214
2010,"E09000016","Havering","Burglary",162
2010,"E09000016","Havering","Criminal Damage",137
2010,"E09000016","Havering","Drugs",115
2010,"E09000016","Havering","Fraud or Forgery",0
2010,"E09000016","Havering","Other Notifiable Offences",14
2010,"E09000016","Havering","Robbery",26
2010,"E09000016","Havering","Sexual Offences",0
2010,"E09000016","Havering","Theft and Handling",499
2010,"E09000016","Havering","Violence Against the Person",290
2010,"E09000017","Hillingdon","Burglary",242
2010,"E09000017","Hillingdon","Criminal Damage",215
2010,"E09000017","Hillingdon","Drugs",87
2010,"E09000017","Hillingdon","Fraud or Forgery",0
2010,"E09000017","Hillingdon","Other Notifiable Offences",61
2010,"E09000017","Hillingdon","Robbery",59
2010,"E09000017","Hillingdon","Sexual Offences",0
2010,"E09000017","Hillingdon","Theft and Handling",508
2010,"E09000017","Hillingdon","Violence Against the Person",491
2010,"E09000018","Hounslow","Burglary",205
2010,"E09000018","Hounslow","Criminal Damage",229
2010,"E09000018","Hounslow","Drugs",137
2010,"E09000018","Hounslow","Fraud or Forgery",0
2010,"E09000018","Hounslow","Other Notifiable Offences",24
2010,"E09000018","Hounslow","Robbery",38
2010,"E09000018","Hounslow","Sexual Offences",0
2010,"E09000018","Hounslow","Theft and Handling",516
2010,"E09000018","Hounslow","Violence Against the Person",433
2010,"E09000019","Islington","Burglary",238
2010,"E09000019","Islington","Criminal Damage",164
2010,"E09000019","Islington","Drugs",144
2010,"E09000019","Islington","Fraud or Forgery",0
2010,"E09000019","Islington","Other Notifiable Offences",28
2010,"E09000019","Islington","Robbery",69
2010,"E09000019","Islington","Sexual Offences",0
2010,"E09000019","Islington","Theft and Handling",950
2010,"E09000019","Islington","Violence Against the Person",393
2010,"E09000020","Kensington and Chelsea","Burglary",96
2010,"E09000020","Kensington and Chelsea","Criminal Damage",77
2010,"E09000020","Kensington and Chelsea","Drugs",171
2010,"E09000020","Kensington and Chelsea","Fraud or Forgery",0
2010,"E09000020","Kensington and Chelsea","Other Notifiable Offences",22
2010,"E09000020","Kensington and Chelsea","Robbery",37
2010,"E09000020","Kensington and Chelsea","Sexual Offences",0
2010,"E09000020","Kensington and Chelsea","Theft and Handling",806
2010,"E09000020","Kensington and Chelsea","Violence Against the Person",219
2010,"E09000021","Kingston upon Thames","Burglary",109
2010,"E09000021","Kingston upon Thames","Criminal Damage",74
2010,"E09000021","Kingston upon Thames","Drugs",67
2010,"E09000021","Kingston upon Thames","Fraud or Forgery",0
2010,"E09000021","Kingston upon Thames","Other Notifiable Offences",12
2010,"E09000021","Kingston upon Thames","Robbery",16
2010,"E09000021","Kingston upon Thames","Sexual Offences",0
2010,"E09000021","Kingston upon Thames","Theft and Handling",382
2010,"E09000021","Kingston upon Thames","Violence Against the Person",169
2010,"E09000022","Lambeth","Burglary",275
2010,"E09000022","Lambeth","Criminal Damage",277
2010,"E09000022","Lambeth","Drugs",242
2010,"E09000022","Lambeth","Fraud or Forgery",0
2010,"E09000022","Lambeth","Other Notifiable Offences",37
2010,"E09000022","Lambeth","Robbery",193
2010,"E09000022","Lambeth","Sexual Offences",0
2010,"E09000022","Lambeth","Theft and Handling",849
2010,"E09000022","Lambeth","Violence Against the Person",634
2010,"E09000023","Lewisham","Burglary",266
2010,"E09000023","Lewisham","Criminal Damage",229
2010,"E09000023","Lewisham","Drugs",177
2010,"E09000023","Lewisham","Fraud or Forgery",0
2010,"E09000023","Lewisham","Other Notifiable Offences",36
2010,"E09000023","Lewisham","Robbery",127
2010,"E09000023","Lewisham","Sexual Offences",0
2010,"E09000023","Lewisham","Theft and Handling",588
2010,"E09000023","Lewisham","Violence Against the Person",520
2010,"E09000024","Merton","Burglary",156
2010,"E09000024","Merton","Criminal Damage",139
2010,"E09000024","Merton","Drugs",54
2010,"E09000024","Merton","Fraud or Forgery",0
2010,"E09000024","Merton","Other Notifiable Offences",18
2010,"E09000024","Merton","Robbery",48
2010,"E09000024","Merton","Sexual Offences",0
2010,"E09000024","Merton","Theft and Handling",354
2010,"E09000024","Merton","Violence Against the Person",201
2010,"E09000025","Newham","Burglary",237
2010,"E09000025","Newham","Criminal Damage",239
2010,"E09000025","Newham","Drugs",186
2010,"E09000025","Newham","Fraud or Forgery",0
2010,"E09000025","Newham","Other Notifiable Offences",42
2010,"E09000025","Newham","Robbery",194
2010,"E09000025","Newham","Sexual Offences",0
2010,"E09000025","Newham","Theft and Handling",1034
2010,"E09000025","Newham","Violence Against the Person",552
2010,"E09000026","Redbridge","Burglary",282
2010,"E09000026","Redbridge","Criminal Damage",167
2010,"E09000026","Redbridge","Drugs",130
2010,"E09000026","Redbridge","Fraud or Forgery",0
2010,"E09000026","Redbridge","Other Notifiable Offences",15
2010,"E09000026","Redbridge","Robbery",65
2010,"E09000026","Redbridge","Sexual Offences",0
2010,"E09000026","Redbridge","Theft and Handling",627
2010,"E09000026","Redbridge","Violence Against the Person",324
2010,"E09000027","Richmond upon Thames","Burglary",160
2010,"E09000027","Richmond upon Thames","Criminal Damage",111
2010,"E09000027","Richmond upon Thames","Drugs",59
2010,"E09000027","Richmond upon Thames","Fraud or Forgery",0
2010,"E09000027","Richmond upon Thames","Other Notifiable Offences",7
2010,"E09000027","Richmond upon Thames","Robbery",16
2010,"E09000027","Richmond upon Thames","Sexual Offences",0
2010,"E09000027","Richmond upon Thames","Theft and Handling",306
2010,"E09000027","Richmond upon Thames","Violence Against the Person",138
2010,"E09000028","Southwark","Burglary",208
2010,"E09000028","Southwark","Criminal Damage",191
2010,"E09000028","Southwark","Drugs",341
2010,"E09000028","Southwark","Fraud or Forgery",0
2010,"E09000028","Southwark","Other Notifiable Offences",45
2010,"E09000028","Southwark","Robbery",144
2010,"E09000028","Southwark","Sexual Offences",0
2010,"E09000028","Southwark","Theft and Handling",879
2010,"E09000028","Southwark","Violence Against the Person",606
2010,"E09000029","Sutton","Burglary",123
2010,"E09000029","Sutton","Criminal Damage",135
2010,"E09000029","Sutton","Drugs",51
2010,"E09000029","Sutton","Fraud or Forgery",0
2010,"E09000029","Sutton","Other Notifiable Offences",8
2010,"E09000029","Sutton","Robbery",18
2010,"E09000029","Sutton","Sexual Offences",0
2010,"E09000029","Sutton","Theft and Handling",417
2010,"E09000029","Sutton","Violence Against the Person",198
2010,"E09000030","Tower Hamlets","Burglary",152
2010,"E09000030","Tower Hamlets","Criminal Damage",183
2010,"E09000030","Tower Hamlets","Drugs",216
2010,"E09000030","Tower Hamlets","Fraud or Forgery",0
2010,"E09000030","Tower Hamlets","Other Notifiable Offences",29
2010,"E09000030","Tower Hamlets","Robbery",75
2010,"E09000030","Tower Hamlets","Sexual Offences",0
2010,"E09000030","Tower Hamlets","Theft and Handling",819
2010,"E09000030","Tower Hamlets","Violence Against the Person",451
2010,"E09000031","Waltham Forest","Burglary",265
2010,"E09000031","Waltham Forest","Criminal Damage",207
2010,"E09000031","Waltham Forest","Drugs",130
2010,"E09000031","Waltham Forest","Fraud or Forgery",0
2010,"E09000031","Waltham Forest","Other Notifiable Offences",27
2010,"E09000031","Waltham Forest","Robbery",128
2010,"E09000031","Waltham Forest","Sexual Offences",0
2010,"E09000031","Waltham Forest","Theft and Handling",741
2010,"E09000031","Waltham Forest","Violence Against the Person",377
2010,"E09000032","Wandsworth","Burglary",206
2010,"E09000032","Wandsworth","Criminal Damage",183
2010,"E09000032","Wandsworth","Drugs",96
2010,"E09000032","Wandsworth","Fraud or Forgery",0
2010,"E09000032","Wandsworth","Other Notifiable Offences",30
2010,"E09000032","Wandsworth","Robbery",81
2010,"E09000032","Wandsworth","Sexual Offences",0
2010,"E09000032","Wandsworth","Theft and Handling",744
2010,"E09000032","Wandsworth","Violence Against the Person",383
2010,"E09000033","Westminster","Burglary",201
2010,"E09000033","Westminster","Criminal Damage",188
2010,"E09000033","Westminster","Drugs",309
2010,"E09000033","Westminster","Fraud or Forgery",0
2010,"E09000033","Westminster","Other Notifiable Offences",35
2010,"E09000033","Westminster","Robbery",66
2010,"E09000033","Westminster","Sexual Offences",0
2010,"E09000033","Westminster","Theft and Handling",1469
2010,"E09000033","Westminster","Violence Against the Person",438
2011,"E09000001","City of London","Burglary",0
2011,"E09000001","City of London","Criminal Damage",0
2011,"E09000001","City of London","Drugs",0
2011,"E09000001","City of London","Other Notifiable Offences",0
2011,"E09000001","City of London","Robbery",0
2011,"E09000001","City of London","Theft and Handling",1
2011,"E09000001","City of London","Violence Against the Person",0
2011,"E09000002","Barking and Dagenham","Burglary",194
2011,"E09000002","Barking and Dagenham","Criminal Damage",174
2011,"E09000002","Barking and Dagenham","Drugs",73
2011,"E09000002","Barking and Dagenham","Fraud or Forgery",0
2011,"E09000002","Barking and Dagenham","Other Notifiable Offences",20
2011,"E09000002","Barking and Dagenham","Robbery",80
2011,"E09000002","Barking and Dagenham","Sexual Offences",0
2011,"E09000002","Barking and Dagenham","Theft and Handling",521
2011,"E09000002","Barking and Dagenham","Violence Against the Person",306
2011,"E09000003","Barnet","Burglary",406
2011,"E09000003","Barnet","Criminal Damage",158
2011,"E09000003","Barnet","Drugs",79
2011,"E09000003","Barnet","Fraud or Forgery",0
2011,"E09000003","Barnet","Other Notifiable Offences",20
2011,"E09000003","Barnet","Robbery",90
2011,"E09000003","Barnet","Sexual Offences",0
2011,"E09000003","Barnet","Theft and Handling",778
2011,"E09000003","Barnet","Violence Against the Person",305
2011,"E09000004","Bexley","Burglary",109
2011,"E09000004","Bexley","Criminal Damage",150
2011,"E09000004","Bexley","Drugs",61
2011,"E09000004","Bexley","Fraud or Forgery",0
2011,"E09000004","Bexley","Other Notifiable Offences",13
2011,"E09000004","Bexley","Robbery",22
2011,"E09000004","Bexley","Sexual Offences",0
2011,"E09000004","Bexley","Theft and Handling",323
2011,"E09000004","Bexley","Violence Against the Person",237
2011,"E09000005","Brent","Burglary",278
2011,"E09000005","Brent","Criminal Damage",162
2011,"E09000005","Brent","Drugs",305
2011,"E09000005","Brent","Fraud or Forgery",0
2011,"E09000005","Brent","Other Notifiable Offences",36
2011,"E09000005","Brent","Robbery",156
2011,"E09000005","Brent","Sexual Offences",0
2011,"E09000005","Brent","Theft and Handling",755
2011,"E09000005","Brent","Violence Against the Person",564
2011,"E09000006","Bromley","Burglary",261
2011,"E09000006","Bromley","Criminal Damage",185
2011,"E09000006","Bromley","Drugs",94
2011,"E09000006","Bromley","Fraud or Forgery",0
2011,"E09000006","Bromley","Other Notifiable Offences",17
2011,"E09000006","Bromley","Robbery",47
2011,"E09000006","Bromley","Sexual Offences",0
2011,"E09000006","Bromley","Theft and Handling",546
2011,"E09000006","Bromley","Violence Against the Person",341
2011,"E09000007","Camden","Burglary",231
2011,"E09000007","Camden","Criminal Damage",152
2011,"E09000007","Camden","Drugs",155
2011,"E09000007","Camden","Fraud or Forgery",0
2011,"E09000007","Camden","Other Notifiable Offences",19
2011,"E09000007","Camden","Robbery",122
2011,"E09000007","Camden","Sexual Offences",0
2011,"E09000007","Camden","Theft and Handling",1431
2011,"E09000007","Camden","Violence Against the Person",410
2011,"E09000008","Croydon","Burglary",352
2011,"E09000008","Croydon","Criminal Damage",288
2011,"E09000008","Croydon","Drugs",215
2011,"E09000008","Croydon","Fraud or Forgery",0
2011,"E09000008","Croydon","Other Notifiable Offences",31
2011,"E09000008","Croydon","Robbery",114
2011,"E09000008","Croydon","Sexual Offences",0
2011,"E09000008","Croydon","Theft and Handling",784
2011,"E09000008","Croydon","Violence Against the Person",495
2011,"E09000009","Ealing","Burglary",291
2011,"E09000009","Ealing","Criminal Damage",244
2011,"E09000009","Ealing","Drugs",192
2011,"E09000009","Ealing","Fraud or Forgery",0
2011,"E09000009","Ealing","Other Notifiable Offences",33
2011,"E09000009","Ealing","Robbery",117
2011,"E09000009","Ealing","Sexual Offences",0
2011,"E09000009","Ealing","Theft and Handling",867
2011,"E09000009","Ealing","Violence Against the Person",533
2011,"E09000010","Enfield","Burglary",264
2011,"E09000010","Enfield","Criminal Damage",208
2011,"E09000010","Enfield","Drugs",127
2011,"E09000010","Enfield","Fraud or Forgery",0
2011,"E09000010","Enfield","Other Notifiable Offences",19
2011,"E09000010","Enfield","Robbery",100
2011,"E09000010","Enfield","Sexual Offences",0
2011,"E09000010","Enfield","Theft and Handling",610
2011,"E09000010","Enfield","Violence Against the Person",310
2011,"E09000011","Greenwich","Burglary",163
2011,"E09000011","Greenwich","Criminal Damage",222
2011,"E09000011","Greenwich","Drugs",121
2011,"E09000011","Greenwich","Fraud or Forgery",0
2011,"E09000011","Greenwich","Other Notifiable Offences",26
2011,"E09000011","Greenwich","Robbery",54
2011,"E09000011","Greenwich","Sexual Offences",0
2011,"E09000011","Greenwich","Theft and Handling",535
2011,"E09000011","Greenwich","Violence Against the Person",347
2011,"E09000012","Hackney","Burglary",167
2011,"E09000012","Hackney","Criminal Damage",131
2011,"E09000012","Hackney","Drugs",147
2011,"E09000012","Hackney","Fraud or Forgery",0
2011,"E09000012","Hackney","Other Notifiable Offences",24
2011,"E09000012","Hackney","Robbery",51
2011,"E09000012","Hackney","Sexual Offences",0
2011,"E09000012","Hackney","Theft and Handling",710
2011,"E09000012","Hackney","Violence Against the Person",345
2011,"E09000013","Hammersmith and Fulham","Burglary",200
2011,"E09000013","Hammersmith and Fulham","Criminal Damage",167
2011,"E09000013","Hammersmith and Fulham","Drugs",132
2011,"E09000013","Hammersmith and Fulham","Fraud or Forgery",0
2011,"E09000013","Hammersmith and Fulham","Other Notifiable Offences",41
2011,"E09000013","Hammersmith and Fulham","Robbery",60
2011,"E09000013","Hammersmith and Fulham","Sexual Offences",0
2011,"E09000013","Hammersmith and Fulham","Theft and Handling",780
2011,"E09000013","Hammersmith and Fulham","Violence Against the Person",336
2011,"E09000014","Haringey","Burglary",279
2011,"E09000014","Haringey","Criminal Damage",197
2011,"E09000014","Haringey","Drugs",93
2011,"E09000014","Haringey","Fraud or Forgery",0
2011,"E09000014","Haringey","Other Notifiable Offences",18
2011,"E09000014","Haringey","Robbery",96
2011,"E09000014","Haringey","Sexual Offences",0
2011,"E09000014","Haringey","Theft and Handling",665
2011,"E09000014","Haringey","Violence Against the Person",348
2011,"E09000015","Harrow","Burglary",205
2011,"E09000015","Harrow","Criminal Damage",140
2011,"E09000015","Harrow","Drugs",46
2011,"E09000015","Harrow","Fraud or Forgery",0
2011,"E09000015","Harrow","Other Notifiable Offences",15
2011,"E09000015","Harrow","Robbery",55
2011,"E09000015","Harrow","Sexual Offences",0
2011,"E09000015","Harrow","Theft and Handling",364
2011,"E09000015","Harrow","Violence Against the Person",207
2011,"E09000016","Havering","Burglary",262
2011,"E09000016","Havering","Criminal Damage",133
2011,"E09000016","Havering","Drugs",74
2011,"E09000016","Havering","Fraud or Forgery",0
2011,"E09000016","Havering","Other Notifiable Offences",25
2011,"E09000016","Havering","Robbery",48
2011,"E09000016","Havering","Sexual Offences",0
2011,"E09000016","Havering","Theft and Handling",522
2011,"E09000016","Havering","Violence Against the Person",212
2011,"E09000017","Hillingdon","Burglary",284
2011,"E09000017","Hillingdon","Criminal Damage",204
2011,"E09000017","Hillingdon","Drugs",111
2011,"E09000017","Hillingdon","Fraud or Forgery",0
2011,"E09000017","Hillingdon","Other Notifiable Offences",65
2011,"E09000017","Hillingdon","Robbery",82
2011,"E09000017","Hillingdon","Sexual Offences",0
2011,"E09000017","Hillingdon","Theft and Handling",784
2011,"E09000017","Hillingdon","Violence Against the Person",423
2011,"E09000018","Hounslow","Burglary",247
2011,"E09000018","Hounslow","Criminal Damage",173
2011,"E09000018","Hounslow","Drugs",132
2011,"E09000018","Hounslow","Fraud or Forgery",0
2011,"E09000018","Hounslow","Other Notifiable Offences",39
2011,"E09000018","Hounslow","Robbery",66
2011,"E09000018","Hounslow","Sexual Offences",0
2011,"E09000018","Hounslow","Theft and Handling",591
2011,"E09000018","Hounslow","Violence Against the Person",395
2011,"E09000019","Islington","Burglary",236
2011,"E09000019","Islington","Criminal Damage",186
2011,"E09000019","Islington","Drugs",131
2011,"E09000019","Islington","Fraud or Forgery",0
2011,"E09000019","Islington","Other Notifiable Offences",28
2011,"E09000019","Islington","Robbery",104
2011,"E09000019","Islington","Sexual Offences",0
2011,"E09000019","Islington","Theft and Handling",891
2011,"E09000019","Islington","Violence Against the Person",389
2011,"E09000020","Kensington and Chelsea","Burglary",130
2011,"E09000020","Kensington and Chelsea","Criminal Damage",74
2011,"E09000020","Kensington and Chelsea","Drugs",138
2011,"E09000020","Kensington and Chelsea","Fraud or Forgery",0
2011,"E09000020","Kensington and Chelsea","Other Notifiable Offences",14
2011,"E09000020","Kensington and Chelsea","Robbery",40
2011,"E09000020","Kensington and Chelsea","Sexual Offences",0
2011,"E09000020","Kensington and Chelsea","Theft and Handling",754
2011,"E09000020","Kensington and Chelsea","Violence Against the Person",186
2011,"E09000021","Kingston upon Thames","Burglary",100
2011,"E09000021","Kingston upon Thames","Criminal Damage",95
2011,"E09000021","Kingston upon Thames","Drugs",72
2011,"E09000021","Kingston upon Thames","Fraud or Forgery",0
2011,"E09000021","Kingston upon Thames","Other Notifiable Offences",12
2011,"E09000021","Kingston upon Thames","Robbery",13
2011,"E09000021","Kingston upon Thames","Sexual Offences",0
2011,"E09000021","Kingston upon Thames","Theft and Handling",272
2011,"E09000021","Kingston upon Thames","Violence Against the Person",164
2011,"E09000022","Lambeth","Burglary",290
2011,"E09000022","Lambeth","Criminal Damage",238
2011,"E09000022","Lambeth","Drugs",268
2011,"E09000022","Lambeth","Fraud or Forgery",0
2011,"E09000022","Lambeth","Other Notifiable Offences",22
2011,"E09000022","Lambeth","Robbery",210
2011,"E09000022","Lambeth","Sexual Offences",0
2011,"E09000022","Lambeth","Theft and Handling",956
2011,"E09000022","Lambeth","Violence Against the Person",553
2011,"E09000023","Lewisham","Burglary",261
2011,"E09000023","Lewisham","Criminal Damage",204
2011,"E09000023","Lewisham","Drugs",149
2011,"E09000023","Lewisham","Fraud or Forgery",0
2011,"E09000023","Lewisham","Other Notifiable Offences",36
2011,"E09000023","Lewisham","Robbery",130
2011,"E09000023","Lewisham","Sexual Offences",0
2011,"E09000023","Lewisham","Theft and Handling",650
2011,"E09000023","Lewisham","Violence Against the Person",427
2011,"E09000024","Merton","Burglary",181
2011,"E09000024","Merton","Criminal Damage",125
2011,"E09000024","Merton","Drugs",81
2011,"E09000024","Merton","Fraud or Forgery",0
2011,"E09000024","Merton","Other Notifiable Offences",8
2011,"E09000024","Merton","Robbery",60
2011,"E09000024","Merton","Sexual Offences",0
2011,"E09000024","Merton","Theft and Handling",382
2011,"E09000024","Merton","Violence Against the Person",214
2011,"E09000025","Newham","Burglary",221
2011,"E09000025","Newham","Criminal Damage",201
2011,"E09000025","Newham","Drugs",153
2011,"E09000025","Newham","Fraud or Forgery",0
2011,"E09000025","Newham","Other Notifiable Offences",31
2011,"E09000025","Newham","Robbery",187
2011,"E09000025","Newham","Sexual Offences",0
2011,"E09000025","Newham","Theft and Handling",940
2011,"E09000025","Newham","Violence Against the Person",430
2011,"E09000026","Redbridge","Burglary",341
2011,"E09000026","Redbridge","Criminal Damage",164
2011,"E09000026","Redbridge","Drugs",171
2011,"E09000026","Redbridge","Fraud or Forgery",0
2011,"E09000026","Redbridge","Other Notifiable Offences",17
2011,"E09000026","Redbridge","Robbery",88
2011,"E09000026","Redbridge","Sexual Offences",0
2011,"E09000026","Redbridge","Theft and Handling",656
2011,"E09000026","Redbridge","Violence Against the Person",292
2011,"E09000027","Richmond upon Thames","Burglary",158
2011,"E09000027","Richmond upon Thames","Criminal Damage",103
2011,"E09000027","Richmond upon Thames","Drugs",22
2011,"E09000027","Richmond upon Thames","Fraud or Forgery",0
2011,"E09000027","Richmond upon Thames","Other Notifiable Offences",9
2011,"E09000027","Richmond upon Thames","Robbery",11
2011,"E09000027","Richmond upon Thames","Sexual Offences",0
2011,"E09000027","Richmond upon Thames","Theft and Handling",300
2011,"E09000027","Richmond upon Thames","Violence Against the Person",158
2011,"E09000028","Southwark","Burglary",236
